2017-11-11 06:19:01 INFO  Main:12 - Starting BankDriver
2017-11-11 12:20:48 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:20:52 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:20:52 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:20:52 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:20:52 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:20:52 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:24:27 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:24:27 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:24:27 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:24:27 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:24:27 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:24:59 INFO  GLOBAL:132 - BankDriver: New Customer rjsnee created.
2017-11-11 12:24:59 INFO  GLOBAL:134 - BankDriver: New Account 11111112 created.
2017-11-11 12:24:59 INFO  GLOBAL:136 - BankDriver: rjsnee opened Account 11111112.
2017-11-11 12:24:59 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:24:59 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:24:59 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:25:42 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:25:42 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:25:42 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:25:42 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:25:42 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:26:19 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:26:19 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:26:19 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:26:19 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:26:19 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:26:44 INFO  GLOBAL:132 - BankDriver: New Customer mtsnee created.
2017-11-11 12:26:44 INFO  GLOBAL:134 - BankDriver: New Account 11111112 created.
2017-11-11 12:26:44 INFO  GLOBAL:136 - BankDriver: mtsnee opened Account 11111112.
2017-11-11 12:26:44 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:26:44 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:26:44 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:31:23 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:31:23 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:31:23 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:31:23 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:31:23 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:31:43 INFO  GLOBAL:132 - BankDriver: New Customer tjsnee created.
2017-11-11 12:31:43 INFO  GLOBAL:134 - BankDriver: New Account 11111112 created.
2017-11-11 12:31:43 INFO  GLOBAL:136 - BankDriver: tjsnee opened Account 11111112.
2017-11-11 12:31:43 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:31:43 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:31:43 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:32:17 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:32:17 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:32:17 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:32:17 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:32:17 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:33:42 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:33:42 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:33:42 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:33:42 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:33:42 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:34:04 INFO  GLOBAL:132 - BankDriver: New Customer amsnee created.
2017-11-11 12:34:04 INFO  GLOBAL:134 - BankDriver: New Account 11111113 created.
2017-11-11 12:34:04 INFO  GLOBAL:136 - BankDriver: amsnee opened Account 11111113.
2017-11-11 12:34:04 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:34:04 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:34:04 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:34:12 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:34:12 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:34:12 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:34:12 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:34:12 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:35:28 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:35:28 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:35:28 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:35:28 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:35:28 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:35:58 INFO  GLOBAL:132 - BankDriver: New Customer cjsnee created.
2017-11-11 12:35:58 INFO  GLOBAL:134 - BankDriver: New Account 11111114 created.
2017-11-11 12:35:58 INFO  GLOBAL:136 - BankDriver: cjsnee opened Account 11111114.
2017-11-11 12:35:58 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:35:58 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:35:58 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:36:06 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:36:06 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:36:06 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:36:06 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:36:06 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:43:18 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:43:18 INFO  GLOBAL:99 - Database: Updated adminList
2017-11-11 12:43:18 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:43:18 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:43:18 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:43:18 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:43:18 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:43:18 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:43:56 INFO  GLOBAL:132 - BankDriver: New Customer mjsnee created.
2017-11-11 12:43:56 INFO  GLOBAL:134 - BankDriver: New Account 11111112 created.
2017-11-11 12:43:56 INFO  GLOBAL:136 - BankDriver: mjsnee opened Account 11111112.
2017-11-11 12:43:56 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:43:56 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:43:56 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:44:28 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:44:28 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:44:28 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:44:28 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:44:28 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:44:45 INFO  GLOBAL:199 - BankDriver: Admin null logged in
2017-11-11 12:44:55 INFO  GLOBAL:321 - BankDriver: Admin Administrator[username= admin1, password= bankAppPW] unblocked Customer mjsnee
2017-11-11 12:44:55 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:45:07 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:45:15 INFO  GLOBAL:186 - BankDriver: Customer null logged in
2017-11-11 12:45:24 INFO  GLOBAL:261 - BankDriver: Customer Customer [Blocked= false, firstName=Matthew, lastName=Snee, username=mjsnee, password=1234] deposited $500.0 and now has a balance of $500.0
2017-11-11 12:45:24 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:45:24 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:47:10 INFO  GLOBAL:235 - BankDriver: Customer Customer [Blocked= false, firstName=Matthew, lastName=Snee, username=mjsnee, password=1234] attempted to withdraw more than their account balance.
2017-11-11 12:47:23 INFO  GLOBAL:240 - BankDriver: Customer Customer [Blocked= false, firstName=Matthew, lastName=Snee, username=mjsnee, password=1234] withdrew $300.0 and now has a balance of $200.0
2017-11-11 12:47:23 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:47:23 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:47:27 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:47:43 INFO  GLOBAL:199 - BankDriver: Admin Administrator[username= admin1, password= bankAppPW] logged in
2017-11-11 12:47:56 INFO  GLOBAL:352 - Admin: Administrator[username= admin1, password= bankAppPW] promoted Customer Customer [Blocked= false, firstName=Matthew, lastName=Snee, username=mjsnee, password=1234]to admin.
2017-11-11 12:47:56 INFO  GLOBAL:99 - Database: Updated adminList
2017-11-11 12:47:56 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:48:00 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:48:09 INFO  GLOBAL:199 - BankDriver: Admin Administrator[username= admin1, password= bankAppPW] logged in
2017-11-11 12:48:19 INFO  GLOBAL:321 - BankDriver: Admin Administrator[username= mjsnee, password= 1234] unblocked Customer jdoe
2017-11-11 12:48:19 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:48:20 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:48:39 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:50:08 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:50:08 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:50:08 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:50:08 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:50:08 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:51:13 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:51:13 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:51:13 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:51:13 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:51:13 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:52:06 INFO  GLOBAL:132 - BankDriver: New Customer dsuk created.
2017-11-11 12:52:06 INFO  GLOBAL:134 - BankDriver: New Account 11111113 created.
2017-11-11 12:52:06 INFO  GLOBAL:136 - BankDriver: dsuk opened Account 11111113.
2017-11-11 12:52:06 INFO  GLOBAL:94 - Database: Updated customerList
2017-11-11 12:52:06 INFO  GLOBAL:104 - Database: Updated accountList
2017-11-11 12:52:06 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 12:52:24 INFO  GLOBAL:121 - Database: Retrived customerList
2017-11-11 12:52:24 INFO  GLOBAL:125 - Database: Retrived adminList
2017-11-11 12:52:24 INFO  GLOBAL:129 - Database: Retrived accountList
2017-11-11 12:52:24 INFO  GLOBAL:12 - Main: Starting BankDriver
2017-11-11 12:52:24 INFO  GLOBAL:38 - BankDriver: In Start Menu
2017-11-11 16:32:56 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:32:56 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:32:56 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:32:56 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:32:56 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:32:56 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:32:56 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:32:56 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:32:56 INFO  GLOBAL:115 - Database: Updated customerList
2017-11-11 16:32:56 INFO  GLOBAL:125 - Database: Updated accountList
2017-11-11 16:32:56 INFO  GLOBAL:120 - Database: Updated adminList
2017-11-11 16:32:56 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:32:56 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:32:56 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:32:56 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:32:56 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:32:56 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:32:56 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:32:56 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:33:50 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:33:50 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:33:50 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:33:50 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:33:50 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:33:50 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:33:50 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:33:50 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:33:50 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:33:50 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:33:50 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:33:50 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:35:08 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:35:08 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:35:08 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:35:08 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:35:08 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:35:08 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:35:08 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:35:08 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:35:08 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:35:08 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:35:08 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:35:08 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:38:48 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:38:48 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:38:48 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:38:48 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:38:48 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:38:48 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:38:48 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:38:48 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:38:48 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:38:48 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:38:48 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:38:48 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:40:39 INFO  GLOBAL:115 - Database: Updated customerList
2017-11-11 16:40:39 INFO  GLOBAL:120 - Database: Updated adminList
2017-11-11 16:40:39 INFO  GLOBAL:125 - Database: Updated accountList
2017-11-11 16:40:39 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:40:39 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:40:39 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:40:39 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:40:39 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:40:39 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:40:39 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:40:39 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:40:39 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:40:39 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:40:39 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:40:39 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:40:39 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:40:39 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:40:39 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:40:39 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:40:39 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:40:39 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:40:39 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:40:39 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:40:39 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:40:39 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:40:39 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:40:39 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:48:58 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:48:58 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:48:58 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:48:58 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:48:58 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:48:58 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:48:58 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:48:58 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:48:58 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:48:58 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:48:58 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:48:58 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:48:58 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:48:58 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:48:58 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:48:58 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:48:58 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:48:58 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:48:58 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:48:58 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:48:58 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:48:58 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:48:58 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:48:58 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:50:02 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:50:02 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:50:02 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:50:02 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:50:02 INFO  GLOBAL:149 - Database: Retrived customerList
2017-11-11 16:50:02 INFO  GLOBAL:153 - Database: Retrived adminList
2017-11-11 16:50:02 INFO  GLOBAL:157 - Database: Retrived accountList
2017-11-11 16:50:02 INFO  GLOBAL:47 - Database: Customer, Admin, and Account Lists successfully deserialized (loaded)
2017-11-11 16:50:02 INFO  GLOBAL:149 - Database: Retrived customerList
